Gender,Education_Level,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Trans_Ct,Churned
F,High School,Less than $40K,3,3,4,981,33,0
M,Uneducated,$60K - $80K,6,4,3,1211,44,0
M,High School,$80K - $120K,4,5,4,1719,44,0
F,Post-Graduate,$40K - $60K,6,1,4,2207,30,0
F,Graduate,$40K - $60K,5,3,4,1631,37,0
F,Unknown,$40K - $60K,5,2,2,1887,67,0
M,High School,$40K - $60K,5,3,4,950,74,0
F,Unknown,Less than $40K,5,3,4,1401,54,0
F,Graduate,Unknown,5,1,3,1111,35,0
M,Graduate,$60K - $80K,3,1,4,0,40,0
M,College,Less than $40K,5,3,4,1424,30,0
F,Graduate,Less than $40K,5,2,3,1180,41,0
M,College,$60K - $80K,3,2,2,1604,53,0
M,Uneducated,$60K - $80K,3,1,2,1646,41,0
F,High School,$40K - $60K,6,1,3,1697,58,0
M,Graduate,$60K - $80K,5,1,2,0,35,0
F,College,$40K - $60K,4,1,3,1865,47,0
M,Unknown,$80K - $120K,6,1,4,1348,21,0
F,Uneducated,Unknown,5,3,4,0,34,0
M,Post-Graduate,$40K - $60K,6,1,4,2080,73,0
M,Graduate,$60K - $80K,4,2,4,2310,47,0
F,Graduate,Unknown,5,3,3,799,33,0
M,High School,$40K - $60K,3,4,2,1236,34,0
F,Graduate,Less than $40K,3,2,2,1385,48,0
M,Uneducated,$60K - $80K,4,3,3,1175,31,0
M,High School,$40K - $60K,6,3,3,869,45,0
F,Post-Graduate,Unknown,6,1,4,2517,37,0
M,Graduate,$60K - $80K,6,1,4,2169,30,0
M,Graduate,$60K - $80K,6,3,4,0,44,0
F,Unknown,$40K - $60K,4,2,4,2324,57,0
M,High School,$60K - $80K,3,3,4,1889,39,0
F,College,$40K - $60K,3,1,3,695,44,1
M,Doctorate,$80K - $120K,3,3,3,0,34,0
F,Graduate,$40K - $60K,3,1,2,2220,59,0
F,Uneducated,Less than $40K,5,1,4,2381,64,0
M,Unknown,$120K +,3,2,3,0,64,0
F,High School,Less than $40K,5,2,2,2409,33,0
F,Uneducated,Less than $40K,5,2,4,1521,61,0
M,College,$120K +,6,3,2,1547,38,0
M,Doctorate,$80K - $120K,5,2,4,0,54,0
F,Unknown,Less than $40K,3,1,3,1999,45,0
F,Uneducated,Less than $40K,6,2,3,1474,51,0
M,Graduate,$80K - $120K,3,1,2,1400,32,0
F,Uneducated,Less than $40K,3,2,4,1397,64,0
M,High School,$120K +,5,2,2,1658,65,0
M,High School,$60K - $80K,6,3,4,1101,34,0
M,Graduate,$60K - $80K,2,3,2,0,38,1
F,Graduate,Less than $40K,3,2,4,1357,51,0
M,Graduate,$80K - $120K,4,3,3,1022,42,0
M,High School,$80K - $120K,3,1,4,1435,34,0
M,High School,$120K +,4,1,2,1798,34,0
M,Graduate,$60K - $80K,3,3,3,2517,40,0
F,College,Less than $40K,3,3,4,2517,60,0
M,Graduate,$120K +,4,3,4,1018,55,0
M,Uneducated,$80K - $120K,6,2,2,2517,58,0
M,Graduate,Less than $40K,5,2,4,1815,25,0
M,Unknown,$120K +,5,2,4,1233,36,0
F,Uneducated,Unknown,5,3,2,948,59,0
M,Graduate,$40K - $60K,4,2,4,1800,86,0
F,Graduate,Unknown,2,3,2,0,29,1
M,Graduate,$80K - $120K,5,3,4,1278,44,0
M,High School,$40K - $60K,3,1,3,0,41,0
M,Uneducated,$40K - $60K,4,3,4,1597,26,0
M,Graduate,$40K - $60K,4,3,3,1792,46,0
F,Uneducated,Unknown,5,3,2,0,37,0
M,Post-Graduate,$60K - $80K,5,3,3,1589,47,0
F,Graduate,Less than $40K,4,5,4,2076,38,0
F,College,Unknown,3,1,3,1540,72,0
M,Uneducated,$80K - $120K,5,3,3,2457,33,0
F,Uneducated,Less than $40K,4,3,3,1173,37,0
F,Graduate,Less than $40K,4,1,3,2044,48,0
F,Doctorate,Unknown,5,2,4,791,42,0
F,Unknown,Unknown,5,1,2,2281,31,0
M,College,$60K - $80K,5,2,3,0,44,0
M,Post-Graduate,$60K - $80K,4,2,4,798,45,0
M,Graduate,$120K +,4,2,2,856,33,0
F,Graduate,Less than $40K,5,2,3,1327,71,0
M,Unknown,$120K +,6,3,2,0,39,0
F,High School,Less than $40K,6,3,4,1195,48,0
M,High School,$40K - $60K,3,2,3,636,51,0
F,Graduate,$40K - $60K,6,2,4,1391,63,0
F,High School,Unknown,3,1,4,0,36,1
M,Graduate,$120K +,1,3,2,507,28,1
F,Uneducated,Less than $40K,3,3,4,1536,38,0
M,Graduate,$80K - $120K,5,1,3,789,69,0
M,Uneducated,$60K - $80K,5,3,4,0,41,0
M,High School,$40K - $60K,5,0,2,2018,39,0
M,College,$120K +,4,3,2,2415,36,0
M,High School,Less than $40K,6,3,4,787,70,0
M,Graduate,$60K - $80K,3,3,2,0,55,0
M,Post-Graduate,$40K - $60K,5,1,4,1766,56,0
M,High School,$120K +,3,2,3,1568,65,0
M,Uneducated,$40K - $60K,4,1,3,1695,27,0
F,Graduate,Less than $40K,1,2,1,666,36,1
M,Post-Graduate,$60K - $80K,6,3,4,890,43,1
F,Unknown,Unknown,5,5,4,2013,47,0
M,Unknown,$80K - $120K,6,1,3,1049,51,0
F,Graduate,Less than $40K,4,2,4,2057,63,0
F,Unknown,$40K - $60K,4,2,4,2517,41,0
M,High School,$60K - $80K,6,1,2,786,37,0
M,Post-Graduate,$60K - $80K,6,2,3,1491,55,0
M,Post-Graduate,$80K - $120K,6,3,4,1177,52,0
M,Graduate,$40K - $60K,5,3,2,1146,33,0
F,Graduate,Less than $40K,6,2,4,1421,52,0
F,Graduate,$40K - $60K,5,1,2,0,61,0
M,High School,$60K - $80K,5,2,3,1784,49,0
M,College,$120K +,6,1,2,0,37,0
F,High School,Less than $40K,4,2,4,2441,51,0
F,High School,Less than $40K,4,1,3,1267,35,0
M,Graduate,$80K - $120K,4,1,4,2048,58,0
M,Doctorate,$120K +,3,2,3,1356,48,0
M,High School,Unknown,3,1,4,1590,41,0
F,Doctorate,Less than $40K,4,1,3,1864,35,0
F,Unknown,Less than $40K,5,1,2,1434,64,0
M,Post-Graduate,$60K - $80K,5,1,3,1580,36,0
F,Uneducated,$40K - $60K,5,1,2,1365,43,0
F,High School,Less than $40K,4,2,4,2029,38,0
M,High School,$120K +,3,2,3,985,37,0
F,Graduate,Unknown,3,3,3,1274,34,0
F,Unknown,Unknown,4,2,2,1876,45,0
F,Graduate,Unknown,6,3,4,0,41,0
F,Graduate,Less than $40K,3,2,2,1060,37,0
M,Uneducated,$120K +,6,3,2,2517,46,0
M,Post-Graduate,$40K - $60K,3,2,4,1390,42,0
F,Unknown,Less than $40K,3,3,3,723,43,0
F,Uneducated,$40K - $60K,4,2,4,0,45,0
M,High School,$120K +,3,1,2,1702,33,0
M,High School,$80K - $120K,3,1,2,0,35,0
M,Graduate,$60K - $80K,6,1,2,0,62,0
M,Graduate,$40K - $60K,3,2,4,829,41,0
M,High School,$60K - $80K,5,2,4,2517,29,0
M,Graduate,$60K - $80K,4,2,4,1789,31,0
M,Unknown,$80K - $120K,6,2,2,1232,41,0
M,Graduate,$60K - $80K,6,3,3,1553,40,0
M,Post-Graduate,$80K - $120K,3,4,2,1291,37,0
M,High School,$80K - $120K,4,1,2,1851,33,0
M,Doctorate,$60K - $80K,5,3,3,606,58,0
M,Doctorate,$60K - $80K,3,3,4,1504,42,0
F,High School,Less than $40K,5,2,2,1452,71,0
M,College,Unknown,6,3,2,0,56,0
M,High School,$60K - $80K,4,2,2,1223,38,0
F,High School,$40K - $60K,4,1,2,625,67,0
M,Unknown,$80K - $120K,4,2,4,2016,37,0
M,Unknown,$80K - $120K,4,1,2,1860,33,0
F,Uneducated,Less than $40K,4,1,4,1144,38,0
F,Graduate,Less than $40K,3,3,3,2149,28,0
M,College,$60K - $80K,5,1,3,0,67,0
M,Unknown,$60K - $80K,6,2,4,1826,35,0
M,Doctorate,$80K - $120K,6,3,4,1381,32,0
M,Graduate,$40K - $60K,4,3,4,0,55,0
M,Graduate,$80K - $120K,4,2,2,1431,62,0
F,High School,$40K - $60K,6,5,3,2498,58,0
F,Graduate,Unknown,4,1,4,514,68,0
F,Unknown,Less than $40K,4,2,3,1272,39,0
F,High School,Less than $40K,4,1,2,1384,32,0
F,Graduate,Unknown,6,3,3,1917,33,0
M,Graduate,$40K - $60K,5,3,3,1033,60,0
M,Graduate,$60K - $80K,5,2,4,891,28,0
M,High School,$60K - $80K,4,2,4,1880,33,0
M,College,$120K +,5,2,3,1551,30,0
M,Uneducated,$40K - $60K,5,3,4,847,43,0
F,Graduate,Less than $40K,5,2,2,1929,42,0
M,Unknown,$80K - $120K,4,1,3,2266,27,0
F,Unknown,Less than $40K,6,2,2,2396,54,0
M,Unknown,$80K - $120K,6,1,4,1744,37,0
M,College,$120K +,3,1,2,1063,64,0
F,Graduate,$40K - $60K,6,1,4,2077,25,0
M,Post-Graduate,$80K - $120K,2,1,2,1956,43,0
F,College,Less than $40K,6,3,2,1843,79,0
F,Uneducated,Unknown,4,2,2,1217,48,0
M,High School,$60K - $80K,6,2,3,957,34,0
F,Graduate,Less than $40K,4,3,3,1595,45,0
F,Unknown,Less than $40K,4,1,4,2435,30,0
M,Post-Graduate,$60K - $80K,5,1,4,1928,35,0
M,Post-Graduate,Less than $40K,6,2,4,0,38,1
M,High School,$60K - $80K,5,3,3,1898,58,0
F,Unknown,Unknown,6,1,3,1769,71,0
F,College,Less than $40K,6,1,4,1867,35,0
M,Graduate,$60K - $80K,4,3,2,1875,50,0
M,Graduate,$80K - $120K,5,2,2,2076,46,0
M,High School,$120K +,3,1,4,1314,53,0
M,Graduate,Less than $40K,6,2,3,495,40,0
M,College,$120K +,5,2,4,0,44,0
M,High School,$80K - $120K,4,2,3,694,31,0
M,Graduate,Less than $40K,6,6,2,0,30,0
M,High School,$120K +,5,6,4,1655,60,0
M,Unknown,$60K - $80K,4,1,2,1586,35,0
M,Uneducated,$60K - $80K,4,3,3,1278,74,0
M,Uneducated,$40K - $60K,4,1,3,564,38,0
M,High School,$60K - $80K,5,2,4,2252,24,0
F,College,$40K - $60K,6,3,2,1812,44,0
F,Graduate,Less than $40K,3,2,2,1540,47,0
F,Post-Graduate,$40K - $60K,1,3,3,932,43,1
M,College,$120K +,6,2,2,2517,30,0
M,Graduate,$80K - $120K,6,2,3,0,68,0
F,Uneducated,Less than $40K,4,1,2,1118,30,0
F,Graduate,Less than $40K,3,4,4,1530,43,0
F,High School,Unknown,5,1,4,792,61,0
F,Graduate,Less than $40K,5,2,4,1986,27,1
M,Graduate,$80K - $120K,5,1,4,2151,29,0
M,College,$60K - $80K,5,3,2,688,58,0
M,High School,$120K +,3,1,4,1965,42,0
F,Graduate,Less than $40K,3,2,3,1397,74,0
M,Doctorate,$40K - $60K,3,3,2,1009,35,0
M,Graduate,$80K - $120K,6,1,3,0,74,0
M,Unknown,$40K - $60K,3,1,3,2517,21,1
F,College,$40K - $60K,6,1,4,1528,24,0
M,Graduate,$60K - $80K,4,3,4,922,39,0
F,Unknown,Unknown,4,1,2,1240,46,0
F,Unknown,Less than $40K,6,3,3,0,60,0
M,Graduate,$60K - $80K,3,2,4,1324,38,0
M,Unknown,$120K +,3,2,4,2018,57,0
M,High School,$60K - $80K,6,3,3,1659,58,0
M,High School,$120K +,5,1,4,2504,51,0
M,Graduate,$80K - $120K,6,1,2,892,71,0
F,High School,Unknown,5,3,3,2517,62,0
F,Graduate,Less than $40K,5,3,3,1955,54,0
M,Doctorate,$60K - $80K,3,1,2,1206,49,0
F,College,Unknown,6,2,3,0,33,1
M,Uneducated,$60K - $80K,5,2,3,1201,50,0
F,Post-Graduate,Less than $40K,5,3,2,1164,39,0
F,College,Less than $40K,6,3,3,1083,62,0
M,College,$40K - $60K,6,2,4,1337,44,0
M,Unknown,$40K - $60K,4,2,2,1710,31,0
F,Unknown,$40K - $60K,6,3,2,2517,37,0
M,Graduate,$60K - $80K,4,3,2,2517,45,0
M,Graduate,$120K +,6,1,4,2097,59,0
F,Uneducated,Less than $40K,6,1,3,2517,33,0
F,Graduate,Less than $40K,2,1,4,2460,28,1
M,Uneducated,$60K - $80K,4,3,3,707,30,0
F,Graduate,Less than $40K,5,3,3,0,61,0
F,Unknown,Less than $40K,3,2,4,0,33,0
M,Unknown,$120K +,3,2,3,2083,40,0
M,Graduate,$80K - $120K,6,3,0,1002,68,0
M,High School,$60K - $80K,3,1,4,2032,39,0
F,High School,Unknown,4,2,4,821,46,0
M,Uneducated,$60K - $80K,6,3,4,1772,44,0
F,Graduate,$40K - $60K,4,3,4,1603,41,0
F,High School,Less than $40K,4,2,2,1873,63,0
F,Unknown,Less than $40K,4,2,3,1421,44,0
M,College,$80K - $120K,4,3,2,1775,40,0
M,College,Less than $40K,5,3,2,0,31,0
F,Unknown,Less than $40K,4,1,3,1562,82,0
F,Graduate,Less than $40K,5,2,3,1717,61,0
F,Graduate,Less than $40K,3,2,2,2517,18,1
F,Graduate,Less than $40K,3,3,2,1402,34,0
F,College,$40K - $60K,6,1,3,1726,36,0
M,Post-Graduate,$120K +,6,3,4,2165,37,0
M,Graduate,$80K - $120K,5,1,2,690,56,0
M,Uneducated,$40K - $60K,3,3,3,997,36,0
F,High School,$40K - $60K,2,2,4,1616,27,1
M,High School,$60K - $80K,6,3,3,763,44,0
F,Graduate,Unknown,3,3,4,1465,48,0
M,Graduate,$40K - $60K,5,2,3,0,62,0
M,Graduate,$60K - $80K,6,1,2,0,58,0
M,High School,$60K - $80K,5,2,2,2317,61,0
M,Uneducated,$80K - $120K,4,2,2,1946,36,0
M,College,$80K - $120K,3,1,3,1999,36,0
M,Doctorate,$80K - $120K,5,3,4,0,35,0
M,College,$60K - $80K,5,3,2,0,80,0
M,Graduate,$40K - $60K,6,2,3,1472,54,0
F,High School,Less than $40K,6,6,2,0,31,0
F,Unknown,Less than $40K,6,5,3,1628,55,0
M,Unknown,$60K - $80K,3,1,2,816,45,0
M,Graduate,$80K - $120K,5,3,3,2517,41,0
M,High School,$60K - $80K,4,4,3,511,14,1
F,Graduate,Less than $40K,6,2,4,1632,55,0
F,Graduate,Unknown,4,2,2,2375,50,0
M,Graduate,$60K - $80K,3,3,4,1817,67,0
M,College,$80K - $120K,4,3,0,1655,58,0
M,High School,$60K - $80K,5,2,2,1351,61,0
M,High School,$40K - $60K,3,1,3,0,22,1
F,Graduate,Less than $40K,4,3,3,1844,58,0
F,Graduate,$40K - $60K,4,3,2,2053,29,0
M,Graduate,$60K - $80K,4,3,3,2303,25,0
M,Unknown,$80K - $120K,5,2,2,950,51,0
M,College,$80K - $120K,4,3,4,1608,55,0
F,Unknown,Less than $40K,4,3,4,1904,41,0
M,Graduate,$60K - $80K,5,1,3,0,47,0
F,Unknown,Less than $40K,4,3,3,1819,27,0
F,College,Less than $40K,4,3,4,0,69,0
M,Graduate,$120K +,2,2,4,0,18,1
M,Graduate,$40K - $60K,6,2,3,1285,33,0
M,Graduate,$60K - $80K,3,3,2,1252,44,0
M,High School,$80K - $120K,4,1,4,943,35,0
M,High School,$60K - $80K,4,4,3,795,68,0
M,Graduate,$40K - $60K,3,3,3,1337,38,0
M,High School,$40K - $60K,5,1,3,1444,44,0
F,Unknown,Less than $40K,4,2,4,0,70,0
M,Unknown,$80K - $120K,6,1,2,1475,46,0
M,Uneducated,$40K - $60K,4,2,2,1267,58,0
M,College,$80K - $120K,5,1,3,1468,36,0
M,Graduate,Less than $40K,6,3,3,1003,46,0
M,College,$80K - $120K,5,3,3,2103,48,0
M,High School,$120K +,3,3,2,1530,58,0
F,Post-Graduate,Unknown,3,2,3,1521,48,0
F,Graduate,$40K - $60K,3,2,4,0,32,0
F,College,Unknown,4,1,2,1752,46,0
F,Graduate,Less than $40K,6,2,3,0,27,0
M,College,$40K - $60K,5,2,2,1196,33,0
F,Uneducated,Unknown,3,1,2,907,55,0
F,Graduate,$40K - $60K,3,3,4,2357,34,0
M,Graduate,$40K - $60K,3,3,2,915,44,0
F,Post-Graduate,Less than $40K,5,3,2,1668,34,0
F,College,Less than $40K,3,2,3,1669,53,0
M,Graduate,$60K - $80K,4,3,3,977,49,0
F,Unknown,$40K - $60K,4,2,4,637,78,0
M,High School,$80K - $120K,4,3,4,1518,53,0
F,Graduate,Less than $40K,5,2,4,1671,37,0
M,College,$80K - $120K,3,4,3,926,15,1
F,Graduate,Unknown,3,1,3,1140,49,0
M,Doctorate,$80K - $120K,3,1,3,1671,25,0
M,High School,$80K - $120K,4,3,3,1261,38,0
F,High School,Less than $40K,5,3,3,0,48,0
M,Graduate,$60K - $80K,6,1,2,1015,68,0
F,Unknown,Less than $40K,6,6,2,2517,47,0
M,Graduate,$80K - $120K,5,2,4,1568,73,0
M,Graduate,$40K - $60K,5,3,4,1884,39,0
M,Graduate,Less than $40K,5,1,4,844,71,0
M,High School,$60K - $80K,4,3,2,1582,36,0
M,High School,$80K - $120K,6,3,3,0,41,0
M,Graduate,$40K - $60K,6,2,4,2360,35,0
M,College,$40K - $60K,4,1,3,0,54,0
M,College,$80K - $120K,1,3,4,0,26,1
F,Graduate,Less than $40K,3,1,2,902,35,0
F,Graduate,Less than $40K,5,3,4,1723,34,0
F,Unknown,Less than $40K,6,3,2,1170,50,0
F,Graduate,Less than $40K,4,1,4,1305,43,0
M,Unknown,$40K - $60K,6,1,2,1640,46,0
M,Unknown,$120K +,5,4,2,1623,31,0
F,Graduate,$40K - $60K,4,3,4,1053,76,0
M,Graduate,$80K - $120K,3,2,3,2375,43,0
M,Uneducated,$40K - $60K,5,3,4,2289,50,0
F,Graduate,$40K - $60K,4,2,4,1874,32,0
F,Post-Graduate,Less than $40K,6,2,3,674,55,0
F,Doctorate,$40K - $60K,4,2,4,2517,51,0
M,Unknown,$40K - $60K,4,4,3,0,85,0
M,Graduate,$120K +,3,0,4,2517,26,1
M,College,$60K - $80K,4,3,4,2159,35,0
M,Graduate,$80K - $120K,4,6,4,2379,35,0
M,Unknown,Less than $40K,4,3,4,1904,43,0
F,Doctorate,Unknown,3,2,4,2154,35,0
F,Unknown,Unknown,5,3,2,661,51,0
M,Graduate,$80K - $120K,6,3,2,883,48,0
M,Unknown,$60K - $80K,6,3,0,1829,44,0
F,Graduate,Less than $40K,6,2,4,1346,48,0
F,High School,$40K - $60K,5,3,2,1813,60,0
M,Unknown,$80K - $120K,3,3,4,1430,31,0
M,Graduate,$80K - $120K,5,3,3,2033,43,0
F,High School,Less than $40K,5,3,3,2162,47,0
F,Graduate,Unknown,4,2,3,610,68,0
M,Graduate,Less than $40K,3,4,3,0,57,0
F,Unknown,Less than $40K,4,2,3,1246,35,0
M,Graduate,$120K +,6,3,2,1529,38,0
M,Uneducated,$60K - $80K,6,3,2,0,61,0
M,Graduate,$80K - $120K,4,3,2,618,26,0
M,Unknown,$60K - $80K,3,2,2,659,26,0
M,Uneducated,$40K - $60K,6,2,2,1986,50,0
M,College,$80K - $120K,1,3,4,0,35,1
F,Uneducated,Unknown,5,2,3,0,54,0
M,High School,Less than $40K,5,2,3,0,81,0
F,Graduate,Less than $40K,6,3,2,0,62,0
F,Uneducated,Less than $40K,4,3,4,0,39,0
M,Graduate,Less than $40K,4,2,4,1191,87,0
F,Uneducated,Unknown,5,2,2,917,35,0
F,Uneducated,Less than $40K,5,3,2,1699,53,0
M,Post-Graduate,$60K - $80K,6,1,4,2517,49,0
M,High School,$40K - $60K,6,2,2,989,47,0
F,Uneducated,Less than $40K,3,2,4,0,20,1
F,High School,$40K - $60K,6,3,2,1639,56,0
M,Unknown,$60K - $80K,3,1,2,0,78,0
F,Uneducated,$40K - $60K,5,1,4,0,39,0
M,Graduate,$80K - $120K,5,3,2,925,51,0
M,High School,$60K - $80K,3,1,0,1351,36,0
F,Unknown,Less than $40K,5,1,4,0,64,0
M,Unknown,Less than $40K,5,3,4,1028,28,0
F,Graduate,Less than $40K,6,3,3,1262,41,0
F,Uneducated,Less than $40K,4,2,4,0,40,0
F,High School,Unknown,6,3,2,2219,24,0
F,College,Unknown,4,3,3,1599,44,0
M,High School,$60K - $80K,6,3,4,0,41,0
F,Graduate,Less than $40K,5,2,4,1396,85,0
M,Graduate,$120K +,4,1,4,1932,29,0
M,Uneducated,$120K +,3,3,4,1596,44,0
F,Graduate,Less than $40K,5,3,2,786,39,0
F,Unknown,$40K - $60K,3,2,4,909,48,0
M,Uneducated,$80K - $120K,4,2,2,1153,65,0
M,Uneducated,$40K - $60K,6,3,3,1442,54,0
M,Uneducated,$40K - $60K,4,3,3,1698,32,0
M,Uneducated,$80K - $120K,6,1,3,0,34,0
F,Unknown,Less than $40K,4,3,4,873,72,0
F,High School,Unknown,6,3,3,0,61,0
F,Uneducated,Less than $40K,3,2,3,643,49,0
M,College,$80K - $120K,6,2,2,2147,65,0
F,Uneducated,Less than $40K,3,3,3,0,27,0
M,Graduate,$40K - $60K,5,3,4,1695,61,0
M,College,$60K - $80K,5,1,4,827,49,0
F,Uneducated,Less than $40K,5,4,4,0,74,0
M,High School,$60K - $80K,3,2,4,691,25,0
M,College,$60K - $80K,3,2,2,2517,35,0
M,High School,$80K - $120K,6,2,3,1965,70,0
F,College,$40K - $60K,3,3,4,1579,43,0
F,High School,Less than $40K,3,2,3,0,45,0
F,Uneducated,Less than $40K,4,3,4,1961,47,0
M,Graduate,$40K - $60K,3,3,2,1646,30,0
F,Uneducated,Less than $40K,6,1,4,1864,50,0
M,High School,$60K - $80K,4,1,4,1553,51,0
F,Graduate,Less than $40K,4,3,4,2517,46,0
M,High School,$40K - $60K,6,3,4,1885,25,0
F,Graduate,Less than $40K,3,1,2,1702,53,0
M,College,$120K +,1,5,4,812,23,1
M,Unknown,$80K - $120K,5,3,4,1364,67,0
M,High School,$60K - $80K,6,1,3,0,38,0
M,Graduate,$60K - $80K,4,1,4,2517,56,0
M,High School,Less than $40K,5,1,4,1466,25,0
F,Uneducated,Less than $40K,6,1,4,1405,48,0
M,High School,$60K - $80K,3,2,2,1699,43,0
M,Unknown,$120K +,4,1,4,877,56,0
M,Graduate,Less than $40K,4,1,0,0,33,0
F,Post-Graduate,Unknown,5,3,3,1130,52,0
M,Graduate,$80K - $120K,5,2,2,1180,33,0
M,Doctorate,$60K - $80K,3,2,2,1560,45,0
M,High School,$120K +,6,2,2,1409,38,0
F,High School,Less than $40K,6,3,4,0,72,0
F,Uneducated,Less than $40K,6,2,3,1815,62,0
M,Post-Graduate,$40K - $60K,5,1,3,0,31,0
M,Uneducated,$80K - $120K,4,2,2,1425,44,0
M,Graduate,$40K - $60K,4,3,4,0,54,0
M,Post-Graduate,$40K - $60K,5,3,3,0,74,0
M,Graduate,$60K - $80K,4,3,2,2167,49,0
M,Graduate,Less than $40K,4,1,4,2360,57,0
M,Graduate,$80K - $120K,4,1,2,0,48,0
M,Graduate,$40K - $60K,3,1,3,1226,59,0
M,Graduate,Less than $40K,3,3,2,1623,51,0
F,Post-Graduate,Less than $40K,5,1,3,0,25,1
F,Uneducated,Less than $40K,5,1,4,986,33,0
M,Unknown,$40K - $60K,3,6,2,1407,32,0
F,High School,Less than $40K,6,2,4,1414,57,0
M,Unknown,$60K - $80K,3,1,2,1680,35,0
M,College,$40K - $60K,6,2,2,1177,66,0
M,Unknown,$60K - $80K,5,2,4,1982,50,0
M,Graduate,Less than $40K,3,3,2,0,59,0
M,Graduate,$60K - $80K,3,2,3,0,40,0
M,Uneducated,$80K - $120K,1,4,4,2089,26,1
M,Post-Graduate,$40K - $60K,6,2,4,1942,37,0
M,Graduate,$60K - $80K,6,3,4,1544,34,0
F,Graduate,Less than $40K,3,6,3,0,27,1
F,Unknown,Less than $40K,6,3,4,1190,40,0
M,Graduate,$40K - $60K,6,3,2,0,74,0
F,Graduate,Less than $40K,4,2,2,1394,45,0
F,High School,Unknown,4,2,4,1642,39,0
M,Graduate,$80K - $120K,4,1,3,2390,38,0
M,Post-Graduate,$60K - $80K,4,3,2,0,28,0
M,Unknown,$40K - $60K,4,1,2,0,64,0
M,Graduate,$120K +,4,3,2,1412,36,0
M,Unknown,$60K - $80K,6,1,2,896,52,0
M,High School,$60K - $80K,3,4,3,0,55,1
M,Graduate,$80K - $120K,4,1,4,0,55,0
F,High School,Less than $40K,4,3,2,1308,55,0
F,Uneducated,Less than $40K,3,2,4,1507,25,0
M,Graduate,$80K - $120K,3,3,2,560,31,0
M,Graduate,Less than $40K,5,3,4,2517,39,0
F,High School,Less than $40K,5,1,3,0,72,0
M,Doctorate,$60K - $80K,6,1,3,1023,80,0
M,Graduate,$40K - $60K,5,3,4,0,76,0
F,High School,Less than $40K,6,2,4,1609,23,0
F,Post-Graduate,Less than $40K,5,2,3,601,32,0
F,Post-Graduate,Unknown,3,1,4,1347,55,0
M,Uneducated,Less than $40K,4,4,4,451,36,0
M,College,$120K +,3,3,3,1782,64,0
F,Graduate,Unknown,4,3,2,2086,37,0
M,Post-Graduate,$80K - $120K,6,1,3,1407,58,0
M,High School,$40K - $60K,6,3,4,1897,76,0
F,Unknown,Less than $40K,3,1,2,1004,30,0
M,Graduate,$60K - $80K,5,2,2,1909,34,0
M,College,$80K - $120K,3,3,2,2379,39,0
F,Uneducated,$40K - $60K,1,3,4,0,38,1
F,Uneducated,$40K - $60K,4,2,3,1628,29,0
M,Post-Graduate,Less than $40K,4,3,2,1466,48,0
M,Graduate,$80K - $120K,3,3,3,2077,47,0
F,Graduate,Less than $40K,3,4,3,858,35,1
M,High School,$80K - $120K,5,1,4,1901,32,0
M,Graduate,$80K - $120K,6,3,3,1082,34,0
M,High School,$120K +,3,3,4,0,10,1
M,Uneducated,$120K +,6,3,2,1798,70,0
F,Graduate,Less than $40K,6,1,3,2517,56,0
F,Unknown,Less than $40K,3,3,4,812,47,0
M,High School,$60K - $80K,4,1,3,1698,42,0
M,Uneducated,Less than $40K,5,1,2,2189,27,0
M,Uneducated,$60K - $80K,5,2,3,2308,39,0
M,High School,$80K - $120K,4,2,3,1704,28,0
F,College,Less than $40K,6,2,4,898,44,0
F,Graduate,Less than $40K,4,3,4,0,43,0
F,High School,Unknown,5,2,4,1679,55,0
M,College,$80K - $120K,3,4,4,0,27,1
F,Graduate,$40K - $60K,4,2,2,1877,50,0
F,Graduate,$40K - $60K,2,4,3,0,34,1
M,High School,$40K - $60K,6,2,4,0,39,0
M,College,$120K +,3,2,3,939,45,0
M,College,$80K - $120K,5,3,2,1991,37,0
M,Unknown,$60K - $80K,3,3,2,2150,37,0
M,High School,$80K - $120K,5,2,2,1664,83,0
M,Uneducated,$60K - $80K,5,3,3,1375,38,0
M,College,$60K - $80K,4,6,4,0,48,0
M,High School,Unknown,3,4,2,836,61,0
M,Unknown,$80K - $120K,6,3,3,0,63,0
M,High School,Less than $40K,3,3,4,0,75,0
F,Post-Graduate,Less than $40K,5,3,2,1880,22,0
F,College,Less than $40K,5,2,4,737,39,0
F,Uneducated,Less than $40K,6,2,3,1422,34,0
M,Graduate,$120K +,6,2,4,933,32,0
F,Graduate,Less than $40K,4,3,2,1570,30,0
M,Unknown,$120K +,3,2,4,2098,66,0
F,High School,Unknown,6,3,4,2517,37,0
M,Graduate,$80K - $120K,3,3,2,1859,28,0
F,Graduate,Less than $40K,6,1,4,928,69,0
M,College,$60K - $80K,6,3,2,1410,61,0
M,Graduate,$80K - $120K,5,3,4,2073,42,0
M,College,$40K - $60K,4,1,4,1199,35,0
M,Graduate,$80K - $120K,5,3,2,1822,69,0
F,Graduate,Unknown,6,1,2,1657,41,0
M,Graduate,$120K +,2,4,4,0,22,1
F,High School,Unknown,4,3,3,1460,38,0
M,High School,$60K - $80K,5,3,3,659,36,0
M,High School,Less than $40K,6,1,4,1162,43,0
M,Graduate,$40K - $60K,6,2,2,1054,26,0
